,good,normal,bad,status,charge,method,region,price_list,sold,image_count,description
35,17,0,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,999,1,4.0,"♡大人気サンリオから♡
♡ポムポムプリンのAirPodsケース♡
★ケースを付けたまま充電も可能です★

カバーとお揃いのストラップ付( ﹡・ᴗ・ )b
✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

※※こちらはポムポムプリンの出品ページです。
マイメロディをご利用の方はプロフィールから
マイメロディの出品ページをご覧下さいませ。

(ご希望でしたら専用ページお作り致します)

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

★新品未使用・送料無料★

◆取り扱いキャラクター◆
(サンリオシリーズ)

・ポムポムプリン
・マイメロディ

◆対応機種◆

・Airpods第一世代
・Airpods第二世代

◆素材◆

・シリコン

【注意事項】

※ ※こちらの商品はケースのみとなります。
本体は付属しておりません。

※※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程における多少のインク汚れやプリントミス
傷などがある場合がございます。

※※海外製品にご理解頂ける方のみの
ご購入をお願いします。

◆配送方法◆
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので
詳しくはお問合せください。

◆返金返品について◆
お客様都合での返金返品はお受けしておりませんので
ご希望の種類にお間違いがないか必ずご確認ください。

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

#Airpods　#Airpodsケース　#Airpodsカバー　
#サンリオ　#ポムポムプリン
#Apple　#アップル　#エアポッズ"
36,87,0,1,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,999,1,7.0,"【こちらはポムポムプリンの出品ページです】

上記商品でお間違えなければ、即購入OK☆

*・新品未使用・送料無料・*

とてもかわいい♡
サンリオ/ポムポムプリン♪
Airpodsケースになります！！

ケースを付けたまま充電も可能です★
可愛いストラップ付き♡

※こちらの商品はケースのみの販売となります。
本体は付属しておりません。

※マイメロディも別ページにて販売しております♪
ご希望の際はコメントよりお問い合わせください。


☆対応機種⤵︎ ⤵︎
・Airpods第一世代
・Airpods第二世代

☆素材⤵︎ ⤵︎
・シリコン


※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程における多少のインク汚れや
傷などがある場合がございます。
海外製品にご理解頂ける方のみの
ご購入をお願いします。
出品前と発送前に検品を行っておりますが、
素人ですのでご理解下さい。

☆配送方法⤵︎ ⤵︎
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

お客様都合での返金返品はお受けしておりませんので
ご希望の種類にお間違いがないか必ずご確認ください。

#Airpods　#Airpodsケース　#Airpodsカバー　#サンリオ　#ポムポムプリン
#Apple　#アップル　#エアポッズ"
37,101,5,1,新品、未使用,送料込み(出品者負担),未定,未定,25000,0,,"こんにちわ♪blue-fishです。
今回はこちら新品の【第二世代モデル】 Apple AirPods with Charging Case MV7N2J/A【2019年3月モデル】の出品です。

～同梱物～
AirPods
充電ケース
Lightning - USBケーブル"
38,199,5,0,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,静岡県,898,1,9.0,"* 撮影のため開封してます。新品未使用品です

* 【兼用設計】AirPods第二世代と第一世代両方にぴったり適用します。Wireless Charging CaseのLEDライトも見えますので、残り電量は一目でわかります。
* 【高品質素材】高品質のシリコンを採用し、薄くてぴったり、柔らかな手触りを実現します。ヒンジがないので、Qi ワイヤレス充電器に密着し、ケースを外さなくても直接に充電できます。
* 【全面保護・防塵栓付き】落下か衝撃を受ける時に、耐衝撃の性能があり、落下や他の衝撃からAirPodsを良く保護します。充電の差込口には防塵栓があり、細かいほこりなどの侵入を防ぎ、いつも綺麗に。
* 【カラビナ付き・携帯便利】本製品にはメタルカラビナ付いていますので、自宅でも旅行中でも持ち運びが便利です。紛失防止にも役に立ちます。AirPods カバーは僅か1mmの厚さで、超軽い設計で、余計な負担になりません。"
39,87,0,1,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1120,1,8.0,"。* ❤︎…新品未使用・送料無料…❤︎*。

【こちらはプーさんの出品ページです。】
⬆️上記商品でお間違えなければ、即購入OK☆

※プーさんとピグレットの2種類、取り扱ってます。
他のキャラクターをお求めの方は、コメントより
お問い合わせ戴くか、プロフィールの
出品ページよりお買い求め下さい。

┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
とってもかわいい♪♪
プーさんのAirpodsケースです♪
可愛いストラップ付き♡
ケースを付けたままでの充電も可能！！！

※こちらの商品はケースのみとなります。
本体は付属しておりません。
┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

☆取り扱いキャラクター⤵︎ ⤵︎
・プーさん
・ピグレット

☆対応機種⤵︎ ⤵︎
・Airpods第一世代
・Airpods第二世代

☆素材◆⤵︎ ⤵︎
・シリコン

☆配送方法⤵︎ ⤵︎
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程における多少のインク汚れや
プリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみ、ご購入をお願いします。

※お客様都合での返金返品はお受けしておりませんので
ご希望の種類にお間違いがないか必ずご確認ください。

#Airpods　#Airpodsケース　#Airpodsカバー　#ディズニー　#くまのプーさん　#プーさん　#ピグレット　#Apple　#アップル　#エアポッズ"
40,89,0,0,未使用に近い,送料込み(出品者負担),らくらくメルカリ便,愛知県,17800,1,4.0,"10回の室内使用のみ、新型が欲しいため出品します、
バッテリー状態は新品と変わらないと思います。
付属は完全未使用です。

自身が神経質な為、きれいに扱いキズは写真で少し見えるくらいです。確認してください。外に持ち出してないため極美品です。25080円で購入。

他でも出しています。在庫切れの可能性がありますので購入前にコメント下さい。

アップル
Air Pods
AirPods
エアポッズ
エアポッツ
Apple
イヤホン
正規品
純正品
ブルートゥース
Bluetooth

正規品　Apple アップル エアーポッズAirPods 充電ケースのみ iPhone 充電器 イヤホン エアーポッド エアポッズ エアポッド Bluetooth"
41,12,0,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1450,0,5.0,"【こちらはバズ・ライトイヤーのページです】
※※※即購入の場合はこちらになります※※※

他の種類をご希望の方はお問い合わせ頂くか、プロフィールよりご希望のページでご購入下さい(*ˊᵕˋ*)


大人気トイストーリーのAirPodsケースです♪
しっかりした素材で本体を保護してくれます♡
お揃いのストラップ付き！


⚠️AirPods本体は付属しておりません！

★新品未使用・送料無料★

◆対応機種◆

・AirPods第一世代
・AirPods第二世代


◆取り扱いキャラクター◆

・ウッディ
・バズ・ライトイヤー

◆素材◆

・シリコン

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、製造過程における
インク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみのご購入をお願いします。

◆配送方法◆
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

お客様都合での返金返品はお受けしておりませんのでご希望の機種やデザインにお間違いがないか必ずご確認ください。

#トイストーリー　#ウッディ　#バズ・ライトイヤー　#バズ　#ディズニー　#AirPods #AirPodsケース　#AirPodsカバー"
42,585,14,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1450,1,6.0,"大人気トイストーリーのAirPodsケースです♪
しっかりした素材で本体を保護してくれます♡
お揃いのストラップ付き！

【こちらはウッディのページです】
※コメントなしの即購入の場合は上記の種類になります※
他の種類をご希望の方はお問い合わせくださいませ☆

⚠️AirPods本体は付属しておりません！

★新品未使用・送料無料★

AirPods第一世代、AirPods第二世代に対応しています♪


ウッディと、バズ・ライトイヤー2種類のご用意があります！

素材はシリコンで出来ており、優しく本体を守ります☆

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、製造過程における
インク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみのご購入をお願いします。

配送方法は普通郵便（定形外）にて行います。
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

お客様都合での返金返品はお受けしておりませんのでご希望の機種やデザインにお間違いがないか必ずご確認ください。

#トイストーリー　
#ウッディ　
#バズ・ライトイヤー　
#ディズニー　 
#AirPodsケース　
#AirPodsカバー

agptjp2"
43,196,0,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,東京都,21400,1,7.0,"Apple airpods 第2世代 新品未開封
型番: MRXJ2J/A pseマークあり

＊第2世代のワイヤレス充電可能なモデルです。ワイヤレス充電不可モデルも出品しておりますので、ご注意ください。

メルカリ便の匿名配送ヤマト宅急便コンパクトにて、緩衝材に包み迅速に発送致します。

#Apple
#airpods 
#エアーポッズ
#エアーポッド
#完全ワイヤレスイヤホン
#ワイヤレス充電"
44,87,0,1,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1320,1,7.0,"【こちらはボブの出品ページです】

上記商品でお間違えなければ、即購入OK☆

。* ❤︎…新品未使用・送料無料…❤︎*。

大人気！！ミニオンズのAirpodsケース♪
可愛いボブとスチュアートの2種類あります♪♪
ケースを付けたままの充電も可能！！
可愛いストラップ付き♡

※こちらの商品はケースのみとなります。
本体は付属しておりません。

☆対応機種⤵︎ ⤵︎
・Airpods第一世代
・Airpods第二世代

☆取り扱いキャラクター⤵︎ ⤵︎
・スチュアート
・ボブ
ご希望のキャラクターがありましたら
コメントより、お問合せください♪

☆素材⤵︎ ⤵︎
・シリコン


※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程における多少のインク汚れや
プリントミス、傷などがある場合がございます。
商品の画像を必ず、ご確認ください。
事前に商品の状態をご確認されたい方はお申し付けください。
海外製品にご理解頂ける方のみ、ご購入をお願いします。

☆配送方法⤵︎ ⤵︎
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

お客様都合での返金返品はお受けしておりませんので
ご希望の種類にお間違いがないか必ずご確認ください。

#Airpods　#Airpodsケース　#Airpodsカバー #ミニオンズ　#ミニオン　#ボブ #スチュアート　#Apple　#アップル　#エアポッズ"
45,20,1,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,東京都,1700,1,,"ご覧いただきありがとうございます。

ハンドメイドのApple AirPods用のシリコン製ケースとチャームのセットです。
対象機種は第一世代と第二世代です。
カバーをつけたまま充電ができます。
新品未使用品です。

パーツが海外製のため、多少汚れなどがある場合がございます。
ご理解いただける方のみご購入をお願い致します。

ご不明点ございましたらコメントよろしくお願いいたします。"
46,20,1,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,東京都,1700,1,,"ご覧いただきありがとうございます。

ハンドメイドのApple AirPods用のシリコン製ケースとチャームのセットです。
対象機種は第一世代と第二世代です。
カバーをつけたまま充電ができます。
新品未使用品です。

パーツが海外製のため、多少汚れなどがある場合がございます。
ご理解いただける方のみご購入をお願い致します。

ご不明点ございましたらコメントよろしくお願いいたします。"
47,20,1,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,東京都,1600,1,,"ご覧いただきありがとうございます。

ハンドメイドのApple AirPods用のシリコン製ケースとチャームのセットです。
対象機種は第一世代と第二世代です。
カバーをつけたまま充電ができます。
新品未使用品です。

パーツが海外製のため、多少汚れなどがある場合がございます。
ご理解いただける方のみご購入をお願い致します。

ご不明点ございましたらコメントよろしくお願いいたします。"
48,20,1,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,東京都,1600,0,,"ご覧いただきありがとうございます。

ハンドメイドのApple AirPods用のシリコン製ケースとチャームのセットです。
対象機種は第一世代と第二世代です。
カバーをつけたまま充電ができます。
新品未使用品です。

パーツが海外製のため、多少汚れなどがある場合がございます。
ご理解いただける方のみご購入をお願い致します。

ご不明点ございましたらコメントよろしくお願いいたします。"
49,1,0,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1120,1,5.0,"★こちらピグレットの出品ページです★

※※即購入の場合↑こちらになりますのでご注意下さい！！※※

他のキャラクターをご希望の方はお問い合わせ頂くか、プロフィールからご希望のページでご購入下さい。

□□□□□□□□□□□□□□□□□□□□

くまのプーさんとピグレットの可愛いAirpodsケースです♪
お揃いのストラップが付いて、ケースを付けたまま充電も出来ます！

※本体は付属しておりません。

＊＊対応機種＊＊

・Airpods第一世代
・Airpods第二世代

＊＊素材＊＊

・シリコン

※こちらは海外製品の為、
新品未使用品でも製造過程における多少のインク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみのご購入をお願いします。
返金返品はお受けしておりませんのでご希望の種類にお間違いがないか必ずご確認ください。

＊＊配送方法＊＊
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能です。詳しくはお問合せください。

#Airpods　#Airpodsケース　#Airpodsカバー　#ディズニー　#くまのプーさん　#プーさん　#ピグレット　#Apple　#アップル　#エアポッズ"
50,110,1,2,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,東京都,24999,1,4.0,"アップル 純正品 エアーポッズ Apple AirPods with Wireless Charging Case MRXJ2J/A
2019年3月発売 第2世代 最新型
ワイヤレスのイヤホンにワイヤレス充電対応のケースが付いた最新モデルです。
新品の未使用、未開封の商品です。
商品の外箱が密封されている透明の保護フィルムもはがしていません。
送料は無料です。
ご購入頂いたのち、24時間以内の商品の発送が可能です。
コメントなしの即購入可です。
PSEマークあり
※人気商品のため、オファーやお値下げのコメントはご遠慮下さい。

・一段と長くなった連続通話時間。声で使えるSiri。ワイアレスの第二世代、新しいAirPods2の登場です。AirPod2は取り出すだけで、iPhoneやiPadなどのApple製デバイスと組み合わせて使えるようになります。エアポッズは耳につけるだけで一瞬でつながります。新型のエアポッドは様々な面で、他のワイアレスイヤフォンとは違います。

・AirPodは、あなたのアイフォンやアップルウオッチに瞬時につながり、デバイスの間でシームレスに切り替えられます。アイパッド、マックでAir Podsを聴きたい時は、それらのデバイス上でAir Podを選ぶだけです。

・ワンタップのシンプルな設定で無線のBluetoothにより接続、エアーポッツが自動的にオンになり、無線接続された状態になります。エアーポッドは使い方も簡単です。エアーポットのイアホンを耳に装着するとそれを感知し、ブルートゥースによりワイアレス接続。air potsのイヤフォンを耳から外すと一時停止します。air potは両耳でも片耳だけでも使えるので、とても自由です。

・エアポッツはSiriを一段と簡単に使えるようになりました。エアポットは「Hey Siri」と声をかけるだけでアイホンを取り出さなくても、Siriがお手伝いします。

・airpotsを充電ケースに入れて、Qi対応の充電用マットの上に置く。たったこれだけでイアフォンを充電できます。airpotを充電中はケースのLEDが点灯してお知らせします。充電用マットが手元にない時はライトニングケーブルを使って充電できます。

※他会員の写真や文章の全部又は一部を無断で使用することはメルカリの規則に反しますので、おやめ下さい。"
51,395,9,3,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,千葉県,18000,1,3.0,"新品未使用品となっております。

購入以来保管しておりました。
透明のフィルムも開けておらず、完品となっております。

即日発送致します。
よろしくお願いします。

第2世代"
52,186,2,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,千葉県,18500,1,3.0,"こちらアップルのエアポッズ第二世代になります！

先日頂きましたが私は普段イヤホンは使用しないので使う方に使っていただきたいです！

まだビニールも剥がれていない正真正銘の新品未使用品になります。

すり替え防止の為NCNRでお願い致します！

エアポッズ　第二世代
AirPods第二世代
MV7N2J/A"
53,3306,127,34,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,東京都,19799,1,3.0,"ご覧いただきありがとうございます。

新品未開封
2019年9月に購入したばかりです。
純正 正規品
AirPods with Charging Case 
第2世代 MV7N2J/A 
PSEマーク付


配送方法は宅急便コンパクトで、
匿名発送予定です


#Apple 
#アップル 
#airpods2 
#新型airpods 
#Chargecase 
#充電器 
#エアーポッツ 
#エアーポッズ 
#lightning 
#mac 
#ipad 
#watch 
#イヤホン 
#第2世代"
54,87,0,1,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1280,1,6.0,"。* ❤︎…新品未使用・送料無料…❤︎*。

【こちらはコリラックマの出品ページです。】
⬆️上記商品でお間違えなければ、即購入OK☆

※リラックマとコリラックマの2種類、
取り扱ってますので、他のキャラクターを
お求めの方は、コメントよりお問い合わせ戴くか、
プロフィールの出品ページよりお買い求め下さい。

┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
可愛い♡コリラックマのAirPodsケースです♪
しっかりとした素材で本体を保護してくれます！
リラックマとお揃いで持つのもオススメ♡
便利なカラビナ付きです☆☆

※こちらの商品はケースのみとなります。
本体は付属しておりません。
┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

☆対応機種⤵︎ ⤵︎
・AirPods第一世代
・AirPods第二世代

☆取り扱いキャラクター⤵︎ ⤵︎
・リラックマ
・コリラックマ

☆素材⤵︎ ⤵︎
・シリコン

☆配送方法⤵︎ ⤵︎
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程におけるインク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみ、
ご購入をお願いします。

※お客様都合での返金返品はお受けしておりません。
ご希望の機種やデザインにお間違いがないか必ずご確認ください。

#リラックマ　#コリラックマ　#可愛い　#アップル　#Apple  #インスタ　#AirPods #AirPodsケース　#AirPodsカバー"
55,351,8,2,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,埼玉県,20500,1,2.0,"Apple製
最高級品ワイヤレスイヤホン
定価25,080円


AirPods2（ワイヤレス充電対応）
第二世代 PSEマーク取得済み
【完全正規品】となります。
MRXJ2J/A
 Apple AirPods with Wireless Charging Case

2019年3月に発売した新型AirPodsです。
新型の中でも、最高級品のワイヤレス充電機能付きのAirPodsです。

基本的には入金後すぐに発送が出来ることが多いです。
仕事や時間帯によっては当日にならないため、発送出来なかったことでクレームはご遠慮くださいませ。
よろしくお願いします。

完全新品未開封品として出品致します。
シュリンク付きのため何も封を開けていない状態となります。
※送料と梱包費用も無料で承っております。

値下げは不可となります。
この文を読まずに値下げ交渉した場合は、回答せずに質問を削除致しますのでご了承お願いします。
複数個ご購入の場合、送料分など少しお値引きは可能となります。
また、意味不明な質問に関してもコメントを削除させて頂きます。

到着の時間帯希望がある場合は必ず、購入後最初のコメントにて指示をお願いします。
すぐに発送の場合もございますので、後でご連絡頂いても対応致しかねますので予めよろしくお願いします。

☆対象機種目安
iPhone11
iPhone11 Pro
iPhone11 Pro MAX
iPhoneXs MAX
iPhoneXs
iPhoneXR
iPhoneX
iPhone8
iPhone8 Plus
iPhone7

関連ワード
第2世代
第二世代
エアーポッツ
エアーポッズ
Bluetooth
ブルートゥース
イヤホン
イヤフォン
最新エアーポッヅ
最新エアーポッド
新型Airpods
新型エアーポッズ
エアーポッツ
エアーポッズ
エアポッヅ
エアポッズ
エアポッツ
エアーポッヅ 正規品
エアーポッヅ正規品
エアーポッズ正規品
エアーポッズ 正規品"
56,173,1,0,新品、未使用,送料込み(出品者負担),未定,大阪府,18000,1,3.0,"ご覧頂きありがとうございます！
こちらの商品は
AirPods with Charging Case  第二世代
製品番号：MV7N2KH/A
Apple純正
海外で購入しましたが正規品です。
PSEマーク取得済製品
ワイヤレス充電非対応モデル



2019年11月に購入しました。
箱のフィルムも剥がしていない状態で新品未開封です。
在庫２つございます。

匿名配送をご希望の場合はコメントにてお願いします。

万一の初期不良の場合はアップルサポートへお問い合わせ下さい。
（アップル社製品は直接のメーカー対応となります）
ご購入後のキャンセル、問題ない商品の返品などはお受け出来ませんのでご了承の上ご購入ください。"
57,585,14,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1450,1,6.0,"大人気トイストーリーのAirPodsケースです♪
しっかりした素材で本体を保護してくれます♡
お揃いのストラップ付き！

【こちらはバズ・ライトイヤーのページです】
※コメントなしの即購入の場合は上記の種類になります※
他の種類をご希望の方はお問い合わせくださいませ☆

⚠️AirPods本体は付属しておりません！

★新品未使用・送料無料★

AirPods第一世代、AirPods第二世代に対応しています♪


ウッディと、バズ・ライトイヤー2種類のご用意があります！

素材はシリコンで出来ており、優しく本体を守ります☆

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、製造過程における
インク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみのご購入をお願いします。

配送方法は普通郵便（定形外）にて行います。
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

お客様都合での返金返品はお受けしておりませんのでご希望の機種やデザインにお間違いがないか必ずご確認ください。

#トイストーリー　
#ウッディ　
#バズ・ライトイヤー　
#ディズニー　 
#AirPodsケース　
#AirPodsカバー

agptjp1"
58,55,3,0,目立った傷や汚れなし,送料込み(出品者負担),らくらくメルカリ便,京都府,18300,1,4.0,"第二世代のAirPodsとWireless charging case（定価22800＋税）です。
今年の3月の終わりに購入しましたが、あまり使わないので出品します。

★傷や汚れはなく、美品です。

★箱等、付属品は全て揃っております。

★Apple Store限定のケース　incase AirPods case（定価3800円＋税）もお付けいたします。10月に買ったばかりのもので、目に見えるような汚れや傷はありません。このケースは、装着したままランプやペアリングのボタンも押せますし、ワイアレス充電もできます。

★発送前に、Apple推奨のやり方でクリーニング致しますが、usedですので、気になる方は新品をご検討くださいませ。

★Appleの保証が来年3月末まで付いています。何かありましたら、直接メーカーへお問い合わせください。

仕様
---------------------------------------------------
同梱物
AirPods
Wireless Charging Case
Lightning - USBケーブル
仕様
Bluetooth
ワイヤレス
重量
AirPods（左右各）：4 g
Wireless Charging Case：40 g
サイズ
AirPods（左右各）：16.5 × 18.0 × 40.5 mm
Wireless Charging Case： 44.3 × 21.3 × 53.5 mm
---------------------------------------------------

Apple
AirPods2 
AirPods第二世代 
Wireless
イヤホン
アップル
ワイヤレス
Incase"
59,87,0,1,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1948,1,4.0,"*・新品未使用・送料無料・*

【こちらはりりか様専用の出品ページです】

上記商品でお間違えなければ、即購入OK☆
大人気♪♪お揃いで持つとかわいい♡
モンスターズインクのAirpodsケースです♪
サリーとマイクの2種類あります☆

ケースを付けたまま充電も可能です★

※ストラップはついておりません。
※こちらの商品はケースのみとなります。
本体は付属しておりません。

☆取り扱いキャラクター⤵︎ ⤵︎
・サリー
・マイク
ご希望のキャラクターがありましたら、
コメントよりお知らせ下さい。

☆対応機種⤵︎ ⤵︎
・Airpods第一世代
・Airpods第二世代

☆素材⤵︎ ⤵︎
・シリコン

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程における多少のインク汚れや
プリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみ、ご購入をお願いします。

☆配送方法⤵︎ ⤵︎
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

お客様都合での返金返品はお受けしておりませんので
ご希望の種類にお間違いがないか必ずご確認ください。

#Airpods　#Airpodsケース　#Airpodsカバー　#ディズニー　#モンスターズインク　#サリー　#マイク　#マイクワゾウスキー　#Apple　#アップル　#エアポッズ"
60,38,0,0,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,大阪府,6800,1,,"Apple 第2世代(MV7N2J/A)のAirPods、正規品です。
左耳のみの商品となります。
確実に新品未使用品になります。


即購入して頂いて大丈夫です。
迅速に対応させて頂きます！

動作確認済みです。
動作全く問題ありません！

●メーカー:Apple (アップル)
●製品名:AirPods(2世代) 
●モデル: MV7N2J/A


＊箱、ライトニングケーブル、充電ケース、右耳イヤホンはつきませんのでご了承下さい。"
61,38,0,0,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,大阪府,6800,1,,"Apple 第2世代(MV7N2J/A)のAirPods、正規品です。
右耳のみの商品となります。
確実に新品未使用品になります。


即購入して頂いて大丈夫です。
迅速に対応させて頂きます！

動作確認済みです。
動作全く問題ありません！

●メーカー:Apple (アップル)
●製品名:AirPods(2世代) 
●モデル: MV7N2J/A


＊箱、ライトニングケーブル、充電ケース、左耳イヤホンはつきませんのでご了承下さい。"
62,13,0,0,目立った傷や汚れなし,送料込み(出品者負担),らくらくメルカリ便,東京都,6222,1,3.0,"L片耳、左のみの商品です。
動作確認済み・消毒済み
※箱、ライトニングケーブル、充電器、右耳イヤホンはつきませんのでご了承下さい
不具合などは一切なく、充電持ちも良く、正常に使えます。
発送の際は綺麗に掃除してお送りします。
注意:^_^第1世代のイヤホンとの併用はできません。

□設定方法
   ①ケースにイヤフォンを入れます。
   ②裏ボタンを長押しし、リセットします。
   ③画面に新規のairpodsとして表示されるので接続。

   基本的に新品のものと手順は同じです

よろしくお願い致します。

検索用
アップル
Air Pods
AirPods
エアポッズ
エアポッツ
Apple
イヤホン
正規品
純正品
ブルートゥース
Bluetooth"
63,13,0,0,目立った傷や汚れなし,送料込み(出品者負担),らくらくメルカリ便,東京都,6222,1,3.0,"L片耳、左のみの商品です。
動作確認済み・消毒済み
※箱、ライトニングケーブル、充電器、右耳イヤホンはつきませんのでご了承下さい
不具合などは一切なく、充電持ちも良く、正常に使えます。
発送の際は綺麗に掃除してお送りします。
注意:^_^第1世代のイヤホンとの併用はできません。

□設定方法
   ①ケースにイヤフォンを入れます。
   ②裏ボタンを長押しし、リセットします。
   ③画面に新規のairpodsとして表示されるので接続。

   基本的に新品のものと手順は同じです

よろしくお願い致します。

検索用
アップル
Air Pods
AirPods
エアポッズ
エアポッツ
Apple
イヤホン
正規品
純正品
ブルートゥース
Bluetooth"
64,13,0,0,目立った傷や汚れなし,送料込み(出品者負担),らくらくメルカリ便,東京都,6222,1,2.0,"【正規品・純正品】

R片耳、右のみの商品です。
動作確認済み・消毒済み
※箱、ライトニングケーブル、充電器、右耳イヤホンはつきませんのでご了承下さい
不具合などは一切なく、充電持ちも良く、正常に使えます。
発送の際は綺麗に掃除してお送りします。
注意:^_^第1世代のイヤホンとの併用はできません。

□設定方法
   ①ケースにイヤフォンを入れます。
   ②裏ボタンを長押しし、リセットします。
   ③画面に新規のairpodsとして表示されるので接続。

   基本的に新品のものと手順は同じです

よろしくお願い致します。

検索用
アップル
Air Pods
AirPods
エアポッズ
エアポッツ
Apple
イヤホン
正規品
純正品
ブルートゥース
Bluetooth"
65,48,0,0,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,茨城県,19000,1,4.0,"値下げしました

売れなかったら
少しずつ値下げしていくつもりなので
無茶な値下げは勘弁してください

エアポッズ　AirPods 第二世代　MV7N2J/A 新品未開封

外装フィルム付
ワイヤレス充電非対応

宅急便コンパクトで発送
プチプチ梱包

よろしくお願いします。


Apple AirPods with Charging Case 
型番 MV7N2J/A 
第2世代 Apple純正品

新品未開封

保証は、新品の為、
Appleサポートにご登録頂き、
購入者様との対応となります。

☆対象機種目安
iPhone11
iPhone11 Pro
iPhone11 Pro MAX
iPhoneXs MAX
iPhoneXs
iPhoneXR
iPhoneX
iPhone8
iPhone8 Plus
iPhone7

関連ワード

第2世代
第二世代
エアーポッツ
エアーポッズ
Bluetooth
ブルートゥース
イヤホン
イヤフォン
最新エアーポッヅ
最新エアーポッド
新型Airpods
新型エアーポッズ
エアーポッツ
エアーポッズ
エアポッヅ
エアポッズ
エアポッツ
エアーポッヅ 正規品
エアーポッヅ正規品
エアーポッズ正規品
エアーポッズ 正規品"
